year,ls_number,ac_id,name,party,gender,caste,portfolio,rank,appointment_begin,appointment_end,house,constituency,pid,State,start_source,end_source,comments,type_begin,type_end,dyn,comments
1990,9,,MANEKA GANDHI,JD,F,UC,Environment and Forests,MoS(IC),21-11-1990,21-06-1991,Lok Sabha,PILIBHIT,9_Uttar_Pradesh_13_0_1,Uttar_Pradesh,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1574.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1541.pdf,,mid_term,end_of_term,1,
1998,12,,MANEKA GANDHI,IND,F,UC,Social Justice and Empowerment,MoS(IC),19-03-1998,13-10-1999,Lok Sabha,PILIBHIT,12_Uttar_Pradesh_13_0_1,Uttar_Pradesh,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1639.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1750.pdf,,start_of_term,end_of_term,1,
1999,13,,MANEKA GANDHI,IND,F,UC,Social Justice and Empowerment,MoS(IC),13-10-1999,01-09-2001,Lok Sabha,PILIBHIT,13_Uttar_Pradesh_13_0_1,Uttar_Pradesh,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1751.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1690.pdf,,start_of_term,mid_term,1,
1999,13,,MANEKA GANDHI,IND,F,UC,Culture,MoS(IC),01-09-2001,19-11-2001,Lok Sabha,PILIBHIT,13_Uttar_Pradesh_13_0_1,Uttar_Pradesh,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1690.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1696.pdf,,mid_term,mid_term,1,
1999,13,,MANEKA GANDHI,IND,F,UC,Statistics and Programme Implementation,MoS(IC),19-11-2001,01-07-2002,Lok Sabha,PILIBHIT,13_Uttar_Pradesh_13_0_1,Uttar_Pradesh,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1696.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1702.pdf,,mid_term,mid_term,1,
2014,16,26,MANEKA GANDHI,BJP,F,UC,Women and Child Development,CM,27-05-2014,30-05-2019,Lok Sabha,PILIBHIT,16_Uttar_Pradesh_26_0_1,Uttar_Pradesh,https://cabsec.gov.in/writereaddata/councilofministers/english/1_Upload_1782.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1856.pdf,,start_of_term,end_of_term,1,
2004,14,28,MANI SHANKAR AIYAR,INC,M,,Petroleum and Natural Gas,CM,22-05-2004,29-01-2006,Lok Sabha,MAYILADUTURAI,14_Tamil_Nadu_29_0_1,Tamil_Nadu,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1472.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1477.pdf,,start_of_term,mid_term,0,
2004,14,28,MANI SHANKAR AIYAR,INC,M,,Panchayati Raj,CM,22-05-2004,22-05-2009,Lok Sabha,MAYILADUTURAI,14_Tamil_Nadu_29_0_1,Tamil_Nadu,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1472.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1454.pdf,,start_of_term,end_of_term,0,
2004,14,28,MANI SHANKAR AIYAR,INC,M,,Youth Affairs and Sports,CM,29-01-2006,06-04-2008,Lok Sabha,MAYILADUTURAI,14_Tamil_Nadu_29_0_1,Tamil_Nadu,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1477.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1486.pdf,,mid_term,mid_term,0,
2004,14,28,MANI SHANKAR AIYAR,INC,M,,Development of North Eastern Region,CM,24-10-2006,22-05-2009,Lok Sabha,MAYILADUTURAI,14_Tamil_Nadu_29_0_1,Tamil_Nadu,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1482.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1454.pdf,,mid_term,end_of_term,0,
2004,14,,MANIKRAO GAVIT,INC,M,,Home Affairs,MoS,22-05-2004,06-04-2008,Lok Sabha,NANDURBAR,14_Maharashtra_15_0_1,Maharashtra,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1472.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1486.pdf,,start_of_term,mid_term,0,
2009,15,,MANIKRAO H. GAVIT,INC,M,,Social Justice and Empowerment,MoS,17-06-2013,26-05-2014,Lok Sabha,NANDURBAR,15_Maharashtra_1_0_1,Maharashtra,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_867.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1444.pdf,,mid_term,end_of_term,0,
2009,15,7,MANISH TEWARI,INC,M,UC,Information and Broadcasting,MoS(IC),28-10-2012,26-05-2014,Lok Sabha,LUDHIANA,15_Punjab_7_0_1,Punjab,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_874.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1444.pdf,,mid_term,end_of_term,0,
1991,10,,MANMOHAN SINGH,INC,M,UC SIKH,Finance,CM,21-06-1991,16-05-1996,Rajya Sabha,NA,NA ,Assam,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1541.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1607.pdf,,start_of_term,end_of_term,0,
2004,14,,MANMOHAN SINGH,INC,M,UC SIKH,Prime Minister,CM,22-05-2004,22-05-2009,Rajya Sabha,NA,NA ,Assam,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1472.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1454.pdf,,start_of_term,end_of_term,0,
2004,14,,MANMOHAN SINGH,INC,M,UC SIKH,"Personnel, Personal Grievances, and Pensions",CM,22-05-2004,22-05-2009,Rajya Sabha,NA,NA ,Assam,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1472.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1454.pdf,,start_of_term,end_of_term,0,
2004,14,,MANMOHAN SINGH,INC,M,UC SIKH,Planning,CM,22-05-2004,22-05-2009,Rajya Sabha,NA,NA ,Assam,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1472.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1454.pdf,,start_of_term,end_of_term,0,
2004,14,,MANMOHAN SINGH,INC,M,UC SIKH,Atomic Energy,CM,22-05-2004,22-05-2009,Rajya Sabha,NA,NA ,Assam,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1472.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1454.pdf,,start_of_term,end_of_term,0,
2004,14,,MANMOHAN SINGH,INC,M,UC SIKH,Space,CM,22-05-2004,22-05-2009,Rajya Sabha,NA,NA ,Assam,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1472.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1454.pdf,,start_of_term,end_of_term,0,
2004,14,,MANMOHAN SINGH,INC,M,UC SIKH,Coal and mines,CM,24-07-2004,27-11-2004,Rajya Sabha,NA,NA ,Assam,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1474.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1475.pdf,,mid_term,mid_term,0,
2004,14,,MANMOHAN SINGH,INC,M,UC SIKH,Coal,CM,02-03-2005,29-01-2006,Rajya Sabha,NA,NA ,Assam,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1456.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1477.pdf,,mid_term,mid_term,0,
2004,14,,MANMOHAN SINGH,INC,M,UC SIKH,Youth Affairs and Sports,CM,25-05-2005,29-01-2006,Rajya Sabha,NA,NA ,Assam,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1765.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1477.pdf,Exception,mid_term,mid_term,0,
2004,14,,MANMOHAN SINGH,INC,M,UC SIKH,Overseas Indian Affairs,CM,10-08-2005,18-11-2005,Rajya Sabha,NA,NA ,Assam,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1461.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1462.pdf,Exception,mid_term,mid_term,0,
2004,14,,MANMOHAN SINGH,INC,M,UC SIKH,Urban Development,CM,01-11-2005,18-11-2005,Rajya Sabha,NA,NA ,Assam,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1457.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1462.pdf,Exception,mid_term,mid_term,0,
2004,14,,MANMOHAN SINGH,INC,M,UC SIKH,External Affairs,CM,07-11-2005,24-10-2006,Rajya Sabha,NA,NA ,Assam,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1458.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1482.pdf,,mid_term,mid_term,0,
2004,14,,MANMOHAN SINGH,INC,M,UC SIKH,Power,CM,18-12-2005,29-01-2006,Rajya Sabha,NA,NA ,Assam,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1460.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1477.pdf,Exception,mid_term,mid_term,0,
2004,14,,MANMOHAN SINGH,INC,M,UC SIKH,Labour and Employment,CM,24-08-2006,24-10-2006,Rajya Sabha,NA,NA ,Assam,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1481.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1482.pdf,,mid_term,mid_term,0,
2004,14,,MANMOHAN SINGH,INC,M,UC SIKH,Coal,CM,29-11-2006,22-05-2009,Rajya Sabha,NA,NA ,Assam,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1484.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1454.pdf,,mid_term,end_of_term,0,
2004,14,,MANMOHAN SINGH,INC,M,UC SIKH,Environment and Forests,CM,15-05-2007,22-05-2009,Rajya Sabha,NA,NA ,Assam,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1491.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1454.pdf,,mid_term,end_of_term,0,
2004,14,,MANMOHAN SINGH,INC,M,UC SIKH,Information and Broadcasting,CM,11-11-2008,22-05-2009,Rajya Sabha,NA,NA ,Assam,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1488.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1454.pdf,,mid_term,end_of_term,0,
2004,14,,MANMOHAN SINGH,INC,M,UC SIKH,Finance,CM,30-11-2008,24-01-2009,Rajya Sabha,NA,NA ,Assam,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1490.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1451.pdf,,mid_term,mid_term,0,
2009,15,,MANMOHAN SINGH,INC,M,UC SIKH,Prime Minister,PM,23-05-2009,26-05-2014,Rajya Sabha,NA,NA ,Assam,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_940.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1444.pdf,,mid_term,end_of_term,0,
2009,15,,MANMOHAN SINGH,INC,M,UC SIKH,Culture,CM,28-05-2009,19-01-2011,Rajya Sabha,NA,NA ,Assam,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_935.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_924.pdf,,start_of_term,mid_term,0,
2009,15,,MANMOHAN SINGH,INC,M,UC SIKH,Space,CM,28-05-2009,26-05-2014,Rajya Sabha,NA,NA ,Assam,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_935.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1444.pdf,,start_of_term,end_of_term,0,
2009,15,,MANMOHAN SINGH,INC,M,UC SIKH,Atomic Energy,CM,28-05-2009,26-05-2014,Rajya Sabha,NA,NA ,Assam,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_935.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1444.pdf,,start_of_term,end_of_term,0,
2009,15,,MANMOHAN SINGH,INC,M,UC SIKH,"Personnel, Public Grievances and Pensions",CM,28-05-2009,26-05-2014,Rajya Sabha,NA,NA ,Assam,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_935.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1444.pdf,,start_of_term,end_of_term,0,
2009,15,,MANMOHAN SINGH,INC,M,UC SIKH,Planning,CM,28-05-2009,26-05-2014,Rajya Sabha,NA,NA ,Assam,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_935.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1444.pdf,,start_of_term,end_of_term,0,
2009,15,,MANMOHAN SINGH,INC,M,UC SIKH,Water Resources,CM,31-05-2009,14-06-2009,Rajya Sabha,NA,NA ,Assam,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_928.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_928.pdf,,mid_term,mid_term,0,
2009,15,,MANMOHAN SINGH,INC,M,UC SIKH,Railways,CM,19-05-2011,12-07-2011,Rajya Sabha,NA,NA ,Assam,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_922.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_917.pdf,,mid_term,mid_term,0,
2009,15,,MANMOHAN SINGH,INC,M,UC SIKH,Finance,CM,26-06-2012,31-07-2012,Rajya Sabha,NA,NA ,Assam,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_890.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_888.pdf,,mid_term,mid_term,0,
2009,15,,MANMOHAN SINGH,INC,M,UC SIKH,Housing and Urban Poverty Alleviation,CM,15-06-2013,17-06-2013,Rajya Sabha,NA,NA ,Assam,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1153.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_867.pdf,,mid_term,mid_term,0,
2009,15,,MANMOHAN SINGH,INC,M,UC SIKH,Railways,CM,15-06-2013,17-06-2013,Rajya Sabha,NA,NA ,Assam,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1153.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_867.pdf,,mid_term,mid_term,0,
2009,15,,MANMOHAN SINGH,INC,M,UC SIKH,Road Transport and Highways,CM,15-06-2013,17-06-2013,Rajya Sabha,NA,NA ,Assam,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1153.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_867.pdf,,mid_term,mid_term,0,
1999,13,,MANOHAR JOSHI,SHS,M,,Heavy Industries and Public Enterprises,CM,13-10-1999,09-05-2002,Lok Sabha,MUMBAI NORTH CENTRAL,13_Maharashtra_6_0_1,Maharashtra,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1751.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1699.pdf,,start_of_term,mid_term,0,
2014,16,,MANOHAR PARRIKAR,BJP,M,,Defence,CM,09-11-2014,13-03-2017,Rajya Sabha,NA,NA ,Uttar_Pradesh,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_10.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1194.pdf,,mid_term,mid_term,0,Student politics
2014,16,75,MANOJ SINHA,BJP,M,UC,Communications,MoS(IC),05-07-2016,30-05-2019,Lok Sabha,GHAZIPUR,16_Uttar_Pradesh_75_0_1,Uttar_Pradesh,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_6.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1856.pdf,,mid_term,end_of_term,0,
2014,16,75,MANOJ SINHA,BJP,M,UC,Railways,MoS,27-05-2014,30-05-2019,Lok Sabha,GHAZIPUR,16_Uttar_Pradesh_75_0_1,Uttar_Pradesh,https://cabsec.gov.in/writereaddata/councilofministers/english/1_Upload_1782.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1856.pdf,,start_of_term,end_of_term,0,
2014,16,,MANSUKH L. MANDAVIYA,BJP,M,,Chemicals and Fertilizers,MoS,05-07-2016,30-05-2019,Rajya Sabha,NA,NA ,Gujarat,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_6.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1856.pdf,,mid_term,end_of_term,0,
2014,16,,MANSUKH L. MANDAVIYA,BJP,M,,Road Transport and Highways,MoS,05-07-2016,30-05-2019,Rajya Sabha,NA,NA ,Gujarat,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_6.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1856.pdf,,mid_term,end_of_term,0,
2014,16,,MANSUKH L. MANDAVIYA,BJP,M,,Shipping,MoS,05-07-2016,30-05-2019,Rajya Sabha,NA,NA ,Gujarat,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_6.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1856.pdf,,mid_term,end_of_term,0,
2014,16,22,MANSUKHBHAI DHANJIBHAI VASAVA,BJP,M,ST,Tribal Affairs,MoS,27-05-2014,05-07-2016,Lok Sabha,BHARUCH,16_Gujarat_22_0_1,Gujarat,https://cabsec.gov.in/writereaddata/councilofministers/english/1_Upload_1782.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_7.pdf,,start_of_term,mid_term,0,"His roots into politics are unclear, he became an MLA in the 1990s and appears to have been a party worker before that."
1990,9,,MANUBHAI KOTADIA,JD,M,,Water Resources,CM,21-11-1990,25-04-1991,Lok Sabha,AMRELI,9_Gujarat_7_0_1,Gujarat,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1574.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1540.pdf,,mid_term,mid_term,,
1990,9,,MANUBHAI KOTADIA,JD,M,,Surface Transport,CM,21-11-1990,25-04-1991,Lok Sabha,AMRELI,9_Gujarat_7_0_1,Gujarat,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1574.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1540.pdf,,mid_term,mid_term,,
1996,11,,MAQBOOL DAR,JD,M,,Home Affairs,MoS,10-07-1996,21-04-1997,Lok Sabha,ANANTNAG,11_Jammu_&_Kashmir_3_0_1,Jammu_&_Kashmir,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1617.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1622.pdf,,mid_term,mid_term,0,
1996,11,,MAQBOOL DAR,JD,M,,Home Affairs,MoS,01-05-1997,19-03-1998,Lok Sabha,ANANTNAG,11_Jammu_&_Kashmir_3_0_1,Jammu_&_Kashmir,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1626.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1637.pdf,,mid_term,end_of_term,0,
1991,10,,MARGARET ALVA,INC,F,,"Personnel, Public Grievances and Pensions",MoS,21-06-1991,16-05-1996,Rajya Sabha,NA,NA ,Karnataka,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1541.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1607.pdf,,start_of_term,end_of_term,0,Wife of Supreme Court lawyer
1991,10,,MARGARET ALVA,INC,F,,Parliamentary Affairs,MoS,19-02-1993,16-05-1996,Rajya Sabha,NA,NA ,Karnataka,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1555.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1607.pdf,,mid_term,end_of_term,0,Wife of Supreme Court lawyer
1991,10,,MATANG SINH,INC,M,,Parliamentary Affairs,MoS,10-02-1995,16-05-1996,Rajya Sabha,NA,NA ,Assam,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1579.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1607.pdf,,mid_term,end_of_term,0,
2004,14,14,MD ALI ASHRAF FATMI,RJD,M,UC MUSLIM,Human Resource Development,MoS,22-05-2004,22-05-2009,Lok Sabha,DARBHANGA,14_Bihar_15_0_1,Bihar,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1472.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1454.pdf,,start_of_term,end_of_term,1,Son Faraz Fatmi is a member of Janata Dal
1996,11,,MD. TASLIMUDDIN,JD,M,,Home Affairs,MoS,01-06-1996,10-07-1996,Lok Sabha,KISHANGANJ,11_Bihar_23_0_1,Bihar,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1612.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1618.pdf,,mid_term,mid_term,1,Sons Sarfaraz Alam (RJD) and Md Shahnawaz Alam (AIMIM) are both politicians
1991,10,,MEIJINLONG KAMSON,INC,M,,Home Affairs,MoS,15-09-1995,16-05-1996,Lok Sabha,OUTER MANIPUR,10_Manipur_2_0_1,Manipur,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1591.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1607.pdf,,mid_term,end_of_term,0,
2004,14,34,MEIRA KUMAR,INC,F,SC,Social Justice and Empowerment,CM,22-05-2004,22-05-2009,Lok Sabha,SASARAM,14_Bihar_35_0_1,Bihar,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1472.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1454.pdf,,start_of_term,end_of_term,1,"Daughter of Babu Jagjivan Ram, Former Deputy Prime Minister. Meira Kumar was in Indian Foreign Service before joining politics. She became Speaker of Lok Sabha in 2009."
2009,15,34,MEIRA KUMAR,INC,F,SC,Water Resources,CM,28-05-2009,31-05-2009,Lok Sabha,SASARAM,15_Bihar_34_0_1,Bihar,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_935.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_929.pdf,,start_of_term,mid_term,1,"Daughter of Babu Jagjivan Ram, Former Deputy Prime Minister. Meira Kumar was in Indian Foreign Service before joining politics. She became Speaker of Lok Sabha in 2009."
